age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
63, Self-emp-not-inc,27653, Farming-fishing, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,35, United-States, <=50K
54, Private,133050, Sales, Not-in-family, Some-college,10, Never-married, Black, Male,0,0,41, United-States, <=50K
30, Private,194901, Sales, Other-relative, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
43, Private,393354, Adm-clerical, Wife, Some-college,10, Married-civ-spouse, Black, Female,0,0,38, United-States, >50K
23, Private,227471, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,24, United-States, <=50K
56, Private,247337, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
19, Private,260333, Other-service, Own-child, HS-grad,9, Never-married, White, Female,0,0,20, United-States, <=50K
22, Private,161532, Handlers-cleaners, Own-child, Some-college,10, Never-married, White, Male,0,0,35, United-States, <=50K
62, Private,664366, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
47, Private,368561, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
46, Private,187370, Sales, Not-in-family, Bachelors,13, Never-married, White, Male,0,1504,40, United-States, <=50K
27, Private,111900, Prof-specialty, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
31, Private,241360, Sales, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
45, Private,166107, Adm-clerical, Not-in-family, Masters,14, Never-married, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
51, Private,338620, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,15024,0,60, United-States, >50K
37, Local-gov,189878, Protective-serv, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
27, Private,179565, Adm-clerical, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,37, United-States, <=50K
54, Private,174655, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
19, Private,86150, Sales, Own-child, 11th,7, Never-married, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
43, Local-gov,105862, Adm-clerical, Wife, Some-college,10, Married-civ-spouse, White, Female,0,1902,40, United-States, >50K
42, Private,307638, Adm-clerical, Own-child, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
47, Local-gov,191389, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,35, United-States, <=50K
26, State-gov,126327, Adm-clerical, Unmarried, Assoc-acdm,12, Never-married, Black, Female,0,0,40, United-States, <=50K
22, Private,162667, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,50, Portugal, <=50K
45, Self-emp-not-inc,188694, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
30, Private,316606, Other-service, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
20, Private,175069, Adm-clerical, Own-child, Some-college,10, Never-married, White, Male,0,0,40, Yugoslavia, <=50K
51, Private,186338, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
23, Private,62278, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
38, State-gov,203628, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
26, Private,282304, Sales, Not-in-family, Some-college,10, Never-married, White, Male,0,0,45, United-States, <=50K
32, Private,174789, Craft-repair, Other-relative, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
44, Local-gov,31251, Handlers-cleaners, Not-in-family, 7th-8th,4, Divorced, White, Male,0,0,40, United-States, <=50K
19, Private,201743, Other-service, Own-child, Some-college,10, Never-married, White, Female,0,0,20, United-States, <=50K
50, Private,237819, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
52, Private,180062, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
24, ?,35633, ?, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, ?, <=50K
19, Private,236940, Farming-fishing, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
33, Private,312055, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
31, Private,125457, Craft-repair, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,45, United-States, <=50K
57, Private,169071, Sales, Unmarried, HS-grad,9, Divorced, White, Female,0,0,28, United-States, <=50K
33, Self-emp-not-inc,24504, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
37, Private,193952, Other-service, Not-in-family, HS-grad,9, Divorced, Black, Female,0,0,40, ?, <=50K
53, Private,177916, Adm-clerical, Husband, Bachelors,13, Married-civ-spouse, White, Male,7298,0,40, United-States, >50K
54, Private,152652, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,65, United-States, <=50K
47, Private,229737, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
20, Private,105244, Handlers-cleaners, Not-in-family, Some-college,10, Never-married, White, Male,0,0,50, United-States, <=50K
29, Private,187327, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
54, State-gov,138852, Prof-specialty, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
27, Private,210765, Handlers-cleaners, Not-in-family, Assoc-voc,11, Never-married, White, Male,0,0,40, United-States, <=50K
29, Private,161444, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, Columbia, <=50K
45, Private,151267, Adm-clerical, Not-in-family, Bachelors,13, Never-married, Black, Female,0,0,40, United-States, >50K
45, Private,123681, Sales, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
28, ?,78388, ?, Own-child, 10th,6, Never-married, White, Female,0,0,38, United-States, <=50K
48, Private,188432, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,3103,0,46, United-States, >50K
25, Private,131976, Exec-managerial, Own-child, Bachelors,13, Never-married, White, Male,0,0,55, United-States, <=50K
38, Private,43770, Other-service, Not-in-family, Some-college,10, Separated, White, Female,4650,0,72, United-States, <=50K
20, Private,247564, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,35, United-States, <=50K
40, Private,143069, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
30, Private,66278, Adm-clerical, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
22, Private,180449, Handlers-cleaners, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,28, United-States, <=50K
22, ?,174626, ?, Own-child, 7th-8th,4, Never-married, White, Male,0,0,40, United-States, <=50K
17, Private,141590, Priv-house-serv, Own-child, 11th,7, Never-married, White, Female,0,0,12, United-States, <=50K
26, Private,108019, Craft-repair, Own-child, HS-grad,9, Never-married, White, Male,3325,0,40, United-States, <=50K
22, ?,121070, ?, Own-child, Some-college,10, Never-married, White, Male,0,0,35, United-States, <=50K
36, Private,123151, Craft-repair, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
60, Self-emp-not-inc,193038, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,15, United-States, <=50K
46, Private,196858, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,35, United-States, >50K
28, Private,118861, Craft-repair, Wife, 10th,6, Married-civ-spouse, Other, Female,0,0,48, Guatemala, <=50K
60, Local-gov,141637, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
40, Private,199303, Adm-clerical, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
44, State-gov,183829, Adm-clerical, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,38, United-States, <=50K
28, Private,134890, Exec-managerial, Own-child, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
20, Private,381357, Handlers-cleaners, Own-child, 9th,5, Never-married, White, Male,0,0,28, United-States, <=50K
55, Local-gov,37869, Prof-specialty, Not-in-family, Doctorate,16, Never-married, White, Female,0,0,60, United-States, <=50K
26, Private,174592, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
54, Private,118108, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
26, Private,262656, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
27, Private,176683, Other-service, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
39, Private,333305, Sales, Wife, Some-college,10, Married-civ-spouse, White, Female,0,0,45, United-States, >50K
22, Private,239612, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Male,0,0,20, United-States, <=50K
27, Private,159897, Exec-managerial, Not-in-family, HS-grad,9, Never-married, Black, Female,0,0,37, United-States, <=50K
37, Private,270059, Adm-clerical, Unmarried, Some-college,10, Divorced, White, Female,25236,0,25, United-States, >50K
34, Private,134737, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,7688,0,55, United-States, >50K
32, Private,194740, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,1902,40, United-States, >50K
57, Private,64960, Prof-specialty, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,1902,45, United-States, <=50K
43, Self-emp-not-inc,35236, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,84, United-States, <=50K
33, Private,159322, Other-service, Unmarried, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
41, ?,128700, ?, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
32, Private,340917, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,50, United-States, >50K
52, Private,373367, Craft-repair, Not-in-family, 11th,7, Widowed, White, Male,0,0,40, United-States, <=50K
49, Private,218676, Machine-op-inspct, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,43, United-States, <=50K
33, Private,121195, Machine-op-inspct, Not-in-family, HS-grad,9, Never-married, Other, Male,0,0,50, United-States, <=50K
58, State-gov,300623, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
27, Private,225291, Adm-clerical, Not-in-family, Some-college,10, Never-married, White, Female,0,0,40, United-States, <=50K
18, Private,312353, Other-service, Own-child, 12th,8, Never-married, Black, Male,0,0,20, United-States, <=50K
40, Private,193882, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
20, Private,238917, Handlers-cleaners, Not-in-family, 11th,7, Never-married, White, Male,0,0,32, Mexico, <=50K
63, Self-emp-not-inc,179400, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,2290,0,20, United-States, <=50K
41, Federal-gov,371382, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
45, Private,180309, Machine-op-inspct, Unmarried, Some-college,10, Divorced, White, Female,0,0,40, United-States, <=50K
38, Private,368140, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
28, Private,100219, Machine-op-inspct, Own-child, HS-grad,9, Never-married, White, Male,0,0,45, United-States, <=50K
33, Private,100135, Adm-clerical, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,1740,25, United-States, <=50K
45, Private,220213, Craft-repair, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,40, United-States, <=50K
35, Private,142282, Other-service, Unmarried, Some-college,10, Separated, White, Female,0,0,25, United-States, <=50K
17, Never-worked,237272, ?, Own-child, 10th,6, Never-married, White, Male,0,0,30, United-States, <=50K
58, Self-emp-inc,112945, Prof-specialty, Not-in-family, Prof-school,15, Never-married, White, Male,27828,0,40, United-States, >50K
22, Private,279901, Other-service, Own-child, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
34, Private,299507, Craft-repair, Not-in-family, Assoc-voc,11, Never-married, White, Female,0,0,40, United-States, <=50K
40, Private,225660, Exec-managerial, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,45, United-States, >50K
24, Private,169532, Adm-clerical, Own-child, Assoc-acdm,12, Never-married, White, Female,0,0,15, United-States, <=50K
46, Private,133169, Craft-repair, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
53, Local-gov,549341, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, Black, Male,0,0,35, United-States, <=50K
22, ?,236330, ?, Own-child, Some-college,10, Never-married, Black, Male,0,1721,20, United-States, <=50K
61, ?,222395, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
31, Private,234387, Exec-managerial, Unmarried, HS-grad,9, Divorced, Black, Female,0,0,40, United-States, <=50K
44, Private,175641, Sales, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
24, Private,97212, Adm-clerical, Wife, Assoc-acdm,12, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
44, Local-gov,58124, Prof-specialty, Unmarried, Bachelors,13, Divorced, White, Male,0,0,45, United-States, <=50K
39, Private,343476, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,30, United-States, <=50K
31, Private,173002, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
49, State-gov,194895, Prof-specialty, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
31, Private,119033, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Private,335716, Sales, Unmarried, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc,149102, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,35, United-States, >50K
39, Private,24106, Sales, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, Philippines, >50K
42, Private,66460, Exec-managerial, Unmarried, Some-college,10, Divorced, White, Female,0,0,45, United-States, <=50K
61, Self-emp-inc,227232, Sales, Not-in-family, Bachelors,13, Separated, White, Female,0,0,30, United-States, <=50K
39, Private,181943, Exec-managerial, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,35, United-States, <=50K
17, ?,228373, ?, Own-child, 10th,6, Never-married, White, Male,0,0,30, United-States, <=50K
29, Private,74500, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
48, Private,107373, Transport-moving, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
45, Private,88781, Craft-repair, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, Germany, >50K
21, Private,286824, Handlers-cleaners, Own-child, Some-college,10, Never-married, White, Male,0,0,12, United-States, <=50K
19, Private,177945, Sales, Own-child, Some-college,10, Never-married, White, Male,0,0,25, United-States, <=50K
50, Private,222020, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
25, Private,169124, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
23, Private,375871, Adm-clerical, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,40, Mexico, <=50K
31, ?,99483, ?, Own-child, HS-grad,9, Never-married, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private,97168, Craft-repair, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
51, Private,138852, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,7298,0,40, El-Salvador, >50K
